"取引No","取引日","借方勘定科目","借方補助科目","借方部門","借方取引先","借方税区分","借方インボイス","借方金額(円)","貸方勘定科目","貸方補助科目","貸方部門","貸方取引先","貸方税区分","貸方インボイス","貸方金額(円)","摘要","タグ","メモ"
"209","2025/11/28","買掛金","宮崎滉己","","","対象外","","86199","普通預金","【法人】みずほ銀行(ビジネスWEB)九段支店普通302949","","","対象外","","86199","出金 ミヤザキ コウキ","",""
"210","2025/11/28","支払手数料","","","","課税仕入 10%","","660","普通預金","【法人】みずほ銀行(ビジネスWEB)九段支店普通302949","","","対象外","","660","出金 フリコミテスウリヨウ","",""
"211","2025/11/28","買掛金","上野慶太","","","対象外","","151710","普通預金","【法人】みずほ銀行(ビジネスWEB)九段支店普通302949","","","対象外","","151710","出金 ウエノ ケイタ","",""
"212","2025/11/28","支払手数料","","","","課税仕入 10%","","660","普通預金","【法人】みずほ銀行(ビジネスWEB)九段支店普通302949","","","対象外","","660","出金 フリコミテスウリヨウ","",""
"213","2025/11/28","買掛金","㈱root64","","","対象外","","147257","普通預金","【法人】みずほ銀行(ビジネスWEB)九段支店普通302949","","","対象外","","147257","出金 カ)ル-トロクジユウヨン","",""
"214","2025/11/28","支払手数料","","","","課税仕入 10%","","660","普通預金","【法人】みずほ銀行(ビジネスWEB)九段支店普通302949","","","対象外","","660","出金 フリコミテスウリヨウ","",""
"215","2025/11/28","買掛金","玉利泰人","","","対象外","","137918","普通預金","【法人】みずほ銀行(ビジネスWEB)九段支店普通302949","","","対象外","","137918","出金 タマリ ヒロト","",""
"216","2025/11/28","支払手数料","","","","課税仕入 10%","","660","普通預金","【法人】みずほ銀行(ビジネスWEB)九段支店普通302949","","","対象外","","660","出金 フリコミテスウリヨウ","",""
"217","2025/11/28","買掛金","その他（未）","","","対象外","","154000","普通預金","【法人】みずほ銀行(ビジネスWEB)九段支店普通302949","","","対象外","","154000","出金 タカギ トシヒロ","",""
"218","2025/11/28","支払手数料","","","","課税仕入 10%","","660","普通預金","【法人】みずほ銀行(ビジネスWEB)九段支店普通302949","","","対象外","","660","出金 フリコミテスウリヨウ","",""
"219","2025/11/28","買掛金","その他（未）","","","対象外","","600000","普通預金","【法人】みずほ銀行(ビジネスWEB)九段支店普通302949","","","対象外","","600000","出金 クキ タカノリ","",""
"220","2025/11/28","支払手数料","","","","課税仕入 10%","","660","普通預金","【法人】みずほ銀行(ビジネスWEB)九段支店普通302949","","","対象外","","660","出金 フリコミテスウリヨウ","",""
"221","2025/11/28","支払報酬","","","","課税仕入 10%","","13420","普通預金","【法人】みずほ銀行(ビジネスWEB)九段支店普通302949","","","対象外","","13420","出金 ベンゴシドツトコム (カ","",""
"222","2025/11/28","支払手数料","","","","課税仕入 10%","","490","普通預金","【法人】みずほ銀行(ビジネスWEB)九段支店普通302949","","","対象外","","490","出金 フリコミテスウリヨウ","",""
"223","2025/11/28","未払金","その他","","","対象外","","66000","普通預金","【法人】みずほ銀行(ビジネスWEB)九段支店普通302949","","","対象外","","66000","出金 カ) ピ-ア-ルタイムズ","",""
"224","2025/11/28","支払手数料","","","","課税仕入 10%","","660","普通預金","【法人】みずほ銀行(ビジネスWEB)九段支店普通302949","","","対象外","","660","出金 フリコミテスウリヨウ","",""
"225","2025/11/28","買掛金","Curip㈱","","","対象外","","655600","普通預金","【法人】みずほ銀行(ビジネスWEB)九段支店普通302949","","","対象外","","655600","出金 クリツプ(カ","",""
"226","2025/11/28","支払手数料","","","","課税仕入 10%","","660","普通預金","【法人】みずほ銀行(ビジネスWEB)九段支店普通302949","","","対象外","","660","出金 フリコミテスウリヨウ","",""
"227","2025/11/28","普通預金","【法人】みずほ銀行(ビジネスWEB)九段支店普通302949","","","対象外","","19800","売掛金","その他(済)","","","対象外","","19800","振込入金 ジヨブアシスタンス","",""
"228","2025/11/28","普通預金","【法人】みずほ銀行(ビジネスWEB)九段支店普通302949","","","対象外","","380160","売掛金","綿半パートナーズ㈱","","","対象外","","380160","振込入金 ワタハンパ-トナ-ズ.カ","",""
"229","2025/11/28","普通預金","【法人】みずほ銀行(ビジネスWEB)九段支店普通302949","","","対象外","","119575","売掛金","㈱テシード","","","対象外","","119575","振込入金 カ)テシ-ド","",""
"230","2025/11/28","未払消費税","","","","対象外","","2840900","普通預金","【法人】みずほ銀行(ビジネスWEB)九段支店普通302949","","","対象外","","2840900","出金 PE コウジマチゼイムシヨ","",""
"231","2025/11/28","未払法人税等","","","","対象外","","511900","普通預金","【法人】みずほ銀行(ビジネスWEB)九段支店普通302949","","","対象外","","511900","出金 PE コウジマチゼイムシヨ","",""
"232","2025/11/28","預り金","住民税","","","対象外","","145200","普通預金","【法人】みずほ銀行(ビジネスWEB)九段支店普通302949","","","対象外","","145200","出金 PE チホウゼイキヨウドウ*","",""
"714","2025/11/28","通信費","","","","課税仕入 10%","","28380","未払金","AMEXカード","","","対象外","","28380","FORMRUN PROFESSIONAL","",""
"13","2025/11/30","普通預金","","","","対象外","","64468","売掛金","","","","対象外","","64468","No.179 株式会社root64・PCリース費用","",""
"36","2025/11/30","普通預金","","","","対象外","","1658399","売掛金","その他(済)","","","対象外","","1658399","No.187 国立大学法人　東海国立大学機構・【10月】婦人科系がんに関するリアルワールドデータの蓄積・活用等の社会実装に向けた伴走支援","",""
"37","2025/11/30","普通預金","","","","対象外","","1461504","売掛金","","","","対象外","","1461504","No.188 InnoJin株式会社・【2025年10月分】眼科用デジタル治療プラットフォームの運用保守にかかる業務","",""
"38","2025/11/30","普通預金","","","","対象外","","69281","売掛金","","","","対象外","","69281","No.189 株式会社ショクリュー","",""
"39","2025/11/30","普通預金","","","","対象外","","380160","売掛金","","","","対象外","","380160","No.190 綿半パートナーズ株式会社","",""
"40","2025/11/30","普通預金","","","","対象外","","19800","売掛金","","","","対象外","","19800","No.191 なないろほ～む・Rakuco月額利用料金","",""
"41","2025/11/30","普通預金","","","","対象外","","19800","売掛金","","","","対象外","","19800","No.192 ひょうご障害者福祉協同組合　就労継続支援Ｂ型事業所マイドリーム・Rakuco月額利用料金","",""
"42","2025/11/30","普通預金","","","","対象外","","19800","売掛金","","","","対象外","","19800","No.193 ひょうご障害者福祉協同組合　就労継続支援Ｂ型事業所マイドリーム網干・Rakuco月額利用料金","",""
"43","2025/11/30","普通預金","","","","対象外","","19800","売掛金","","","","対象外","","19800","No.194 このはの家・Rakuco月額利用料金","",""
"44","2025/11/30","普通預金","","","","対象外","","19800","売掛金","","","","対象外","","19800","No.195 株式会社SUN・Rakuco月額利用料金","",""
"45","2025/11/30","普通預金","","","","対象外","","19800","売掛金","","","","対象外","","19800","No.196 ジョブアシスタンス・Rakuco月額利用料金","",""
"46","2025/11/30","普通預金","","","","対象外","","119575","売掛金","","","","対象外","","119575","No.197 株式会社テシード・10月分システム保守費用","",""
"105","2025/11/30","普通預金","","","","対象外","","1368576","売掛金","","","","対象外","","1368576","No.198 西村あさひ法律事務所・外国法共同事業・人事評価システム機能改善","",""
"106","2025/11/30","普通預金","","","","対象外","","211200","売掛金","","","","対象外","","211200","No.199 西村あさひ法律事務所・外国法共同事業・人事評価システム保守費用","",""
"107","2025/11/30","普通預金","","","","対象外","","225720","売掛金","","","","対象外","","225720","No.200 ふれあい共同作業所くちわ・Rakuco年額利用料金","",""
"108","2025/11/30","普通預金","","","","対象外","","225720","売掛金","","","","対象外","","225720","No.201 株式会社ビジネスパートナーズ　あさひ・Rakuco年額利用料金","",""
"372","2025/11/30","売掛金","その他","","","対象外","","1658399","売上高","","","","課税売上 10%","","1658399","No.203 国立大学法人　東海国立大学機構・【11月】婦人科系がんに関するリアルワールドデータの蓄積・活用等の社会実装に向けた伴走支援","",""
"373","2025/11/30","売掛金","西村あさひ法律事務所","","","対象外","","211200","売上高","","","","課税売上 10%","","211200","No.205 西村あさひ法律事務所・外国法共同事業・人事評価システム保守費用","",""
"374","2025/11/30","売掛金","西村あさひ法律事務所","","","対象外","","1368576","売上高","","","","課税売上 10%","","1368576","No.206 西村あさひ法律事務所・外国法共同事業・人事評価システム機能改善","",""
"375","2025/11/30","売掛金","㈱root64","","","対象外","","64468","売上高","","","","課税売上 10%","","64468","No.207 株式会社root64・PCリース費用","",""
"376","2025/11/30","売掛金","InnoJin㈱","","","対象外","","1461504","売上高","","","","課税売上 10%","","1461504","No.209 InnoJin株式会社・眼科用デジタル治療プラットフォームの運用保守にかかる業務","",""
"377","2025/11/30","売掛金","綿半パートナーズ㈱","","","対象外","","380160","売上高","","","","課税売上 10%","","380160","No.208 綿半パートナーズ株式会社","",""
"378","2025/11/30","売掛金","その他","","","対象外","","19800","売上高","","","","課税売上 10%","","19800","No.210 なないろほ～む・Rakuco使用料金","",""
"379","2025/11/30","売掛金","その他(済)","","","対象外","","1658400","売上高","","","","課税売上 10%","","1658400","No.211 国立大学法人　東海国立大学機構・【11月】婦人科系がんに関するリアルワールドデータの蓄積・活用等の社会実装に向けた伴走支援","",""
"380","2025/11/30","売掛金","㈱ショクリュー","","","対象外","","68646","売上高","","","","課税売上 10%","","68646","No.212 株式会社ショクリュー・WEBサイト保守","",""
"381","2025/11/30","売掛金","その他(済)","","","対象外","","19800","売上高","","","","課税売上 10%","","19800","No.213 株式会社e-Face・Rakuco月額利用料金","",""
"382","2025/11/30","売掛金","その他(済)","","","対象外","","19800","売上高","","","","課税売上 10%","","19800","No.214 株式会社e-Face・Rakuco月額利用料金","",""
